Year,variable,method,value,parameter_value,growth_rate
2025,Net Income,slope,10664000000.0,-854100000.0,0.01
2026,Net Income,slope,9809900000.0,-854100000.0,-0.08
2027,Net Income,slope,8955800000.0,-854100000.0,-0.09
2028,Net Income,slope,8101700000.0,-854100000.0,-0.1
2029,Net Income,slope,7247600000.0,-854100000.0,-0.11
2030,Net Income,slope,6393500000.0,-854100000.0,-0.12
2031,Net Income,slope,5539400000.0,-854100000.0,-0.13
2032,Net Income,slope,4685300000.0,-854100000.0,-0.15
2033,Net Income,slope,3831200000.0,-854100000.0,-0.18
2034,Net Income,slope,2977100000.0,-854100000.0,-0.22
2025,Net Income,man_inp_growth,12108350000.0,0.15,0.15
2026,Net Income,man_inp_growth,13924602500.0,0.15,0.15
2027,Net Income,man_inp_growth,16013292875.0,0.15,0.15
2028,Net Income,man_inp_growth,18415286806.0,0.15,0.15
2029,Net Income,man_inp_growth,21177579827.0,0.15,0.15
2030,Net Income,man_inp_growth,24354216801.0,0.15,0.15
2031,Net Income,man_inp_growth,28007349321.0,0.15,0.15
2032,Net Income,man_inp_growth,32208451720.0,0.15,0.15
2033,Net Income,man_inp_growth,37039719478.0,0.15,0.15
2034,Net Income,man_inp_growth,42595677399.0,0.15,0.15
2025,FCF,cagr,11748868882.0,-0.05,-0.05
2026,FCF,cagr,11174283170.0,-0.05,-0.05
2027,FCF,cagr,10627797929.0,-0.05,-0.05
2028,FCF,cagr,10108038887.0,-0.05,-0.05
2029,FCF,cagr,9613698983.0,-0.05,-0.05
2030,FCF,cagr,9143535078.0,-0.05,-0.05
2031,FCF,cagr,8696364830.0,-0.05,-0.05
2032,FCF,cagr,8271063720.0,-0.05,-0.05
2033,FCF,cagr,7866562225.0,-0.05,-0.05
2034,FCF,cagr,7481843126.0,-0.05,-0.05
2025,FCF,slope,10904000000.0,-1546000000.0,-0.12
2026,FCF,slope,9358000000.0,-1546000000.0,-0.14
2027,FCF,slope,7812000000.0,-1546000000.0,-0.17
2028,FCF,slope,6266000000.0,-1546000000.0,-0.2
2029,FCF,slope,4720000000.0,-1546000000.0,-0.25
2030,FCF,slope,3174000000.0,-1546000000.0,-0.33
2031,FCF,slope,1628000000.0,-1546000000.0,-0.49
2032,FCF,slope,82000000.0,-1546000000.0,-0.95
2033,FCF,slope,-1464000000.0,-1546000000.0,-18.85
2034,FCF,slope,-3010000000.0,-1546000000.0,1.06
2025,FCF,man_inp_growth,14205950000.0,0.15,0.15
2026,FCF,man_inp_growth,16336842500.0,0.15,0.15
2027,FCF,man_inp_growth,18787368875.0,0.15,0.15
2028,FCF,man_inp_growth,21605474206.0,0.15,0.15
2029,FCF,man_inp_growth,24846295337.0,0.15,0.15
2030,FCF,man_inp_growth,28573239638.0,0.15,0.15
2031,FCF,man_inp_growth,32859225583.0,0.15,0.15
2032,FCF,man_inp_growth,37788109421.0,0.15,0.15
2033,FCF,man_inp_growth,43456325834.0,0.15,0.15
2034,FCF,man_inp_growth,49974774709.0,0.15,0.15
2025,Depreciation And Amortization,cagr,6551585208.0,0.11,0.11
2026,Depreciation And Amortization,cagr,7286244905.0,0.11,0.11
2027,Depreciation And Amortization,cagr,8103285408.0,0.11,0.11
2028,Depreciation And Amortization,cagr,9011944459.0,0.11,0.11
2029,Depreciation And Amortization,cagr,10022495674.0,0.11,0.11
2030,Depreciation And Amortization,cagr,11146364692.0,0.11,0.11
2031,Depreciation And Amortization,cagr,12396258366.0,0.11,0.11
2032,Depreciation And Amortization,cagr,13786308427.0,0.11,0.11
2033,Depreciation And Amortization,cagr,15332231261.0,0.11,0.11
2034,Depreciation And Amortization,cagr,17051505606.0,0.11,0.11
2025,Depreciation And Amortization,slope,6327500000.0,496500000.0,0.07
2026,Depreciation And Amortization,slope,6824000000.0,496500000.0,0.08
2027,Depreciation And Amortization,slope,7320500000.0,496500000.0,0.07
2028,Depreciation And Amortization,slope,7817000000.0,496500000.0,0.07
2029,Depreciation And Amortization,slope,8313500000.0,496500000.0,0.06
2030,Depreciation And Amortization,slope,8810000000.0,496500000.0,0.06
2031,Depreciation And Amortization,slope,9306500000.0,496500000.0,0.06
2032,Depreciation And Amortization,slope,9803000000.0,496500000.0,0.05
2033,Depreciation And Amortization,slope,10299500000.0,496500000.0,0.05
2034,Depreciation And Amortization,slope,10796000000.0,496500000.0,0.05
2025,Depreciation And Amortization,man_inp_growth,6774650000.0,0.15,0.15
2026,Depreciation And Amortization,man_inp_growth,7790847500.0,0.15,0.15
2027,Depreciation And Amortization,man_inp_growth,8959474625.0,0.15,0.15
2028,Depreciation And Amortization,man_inp_growth,10303395819.0,0.15,0.15
2029,Depreciation And Amortization,man_inp_growth,11848905192.0,0.15,0.15
2030,Depreciation And Amortization,man_inp_growth,13626240970.0,0.15,0.15
2031,Depreciation And Amortization,man_inp_growth,15670177116.0,0.15,0.15
2032,Depreciation And Amortization,man_inp_growth,18020703683.0,0.15,0.15
2033,Depreciation And Amortization,man_inp_growth,20723809236.0,0.15,0.15
2034,Depreciation And Amortization,man_inp_growth,23832380621.0,0.15,0.15
2025,Total Debt,cagr,95099250000.0,0.15,0.15
2026,Total Debt,cagr,109364137500.0,0.15,0.15
2027,Total Debt,cagr,125768758125.0,0.15,0.15
2028,Total Debt,cagr,144634071844.0,0.15,0.15
2029,Total Debt,cagr,166329182620.0,0.15,0.15
2030,Total Debt,cagr,191278560013.0,0.15,0.15
2031,Total Debt,cagr,219970344015.0,0.15,0.15
2032,Total Debt,cagr,252965895618.0,0.15,0.15
2033,Total Debt,cagr,290910779960.0,0.15,0.15
2034,Total Debt,cagr,334547396954.0,0.15,0.15
2025,Total Debt,slope,84485500000.0,13930300000.0,0.02
2026,Total Debt,slope,98415800000.0,13930300000.0,0.16
2027,Total Debt,slope,112346100000.0,13930300000.0,0.14
2028,Total Debt,slope,126276400000.0,13930300000.0,0.12
2029,Total Debt,slope,140206700000.0,13930300000.0,0.11
2030,Total Debt,slope,154137000000.0,13930300000.0,0.1
2031,Total Debt,slope,168067300000.0,13930300000.0,0.09
2032,Total Debt,slope,181997600000.0,13930300000.0,0.08
2033,Total Debt,slope,195927900000.0,13930300000.0,0.08
2034,Total Debt,slope,209858200000.0,13930300000.0,0.07
2025,Total Debt,man_inp_growth,95099250000.0,0.15,0.15
2026,Total Debt,man_inp_growth,109364137500.0,0.15,0.15
2027,Total Debt,man_inp_growth,125768758125.0,0.15,0.15
2028,Total Debt,man_inp_growth,144634071844.0,0.15,0.15
2029,Total Debt,man_inp_growth,166329182620.0,0.15,0.15
2030,Total Debt,man_inp_growth,191278560013.0,0.15,0.15
2031,Total Debt,man_inp_growth,219970344015.0,0.15,0.15
2032,Total Debt,man_inp_growth,252965895618.0,0.15,0.15
2033,Total Debt,man_inp_growth,290910779960.0,0.15,0.15
2034,Total Debt,man_inp_growth,334547396954.0,0.15,0.15
2025,Cash,cagr,98483700000.0,0.15,0.15
2026,Cash,cagr,113256255000.0,0.15,0.15
2027,Cash,cagr,130244693250.0,0.15,0.15
2028,Cash,cagr,149781397237.0,0.15,0.15
2029,Cash,cagr,172248606823.0,0.15,0.15
2030,Cash,cagr,198085897847.0,0.15,0.15
2031,Cash,cagr,227798782524.0,0.15,0.15
2032,Cash,cagr,261968599902.0,0.15,0.15
2033,Cash,cagr,301263889887.0,0.15,0.15
2034,Cash,cagr,346453473371.0,0.15,0.15
2025,Cash,slope,79907500000.0,21662400000.0,-0.07
2026,Cash,slope,101569900000.0,21662400000.0,0.27
2027,Cash,slope,123232300000.0,21662400000.0,0.21
2028,Cash,slope,144894700000.0,21662400000.0,0.18
2029,Cash,slope,166557100000.0,21662400000.0,0.15
2030,Cash,slope,188219500000.0,21662400000.0,0.13
2031,Cash,slope,209881900000.0,21662400000.0,0.12
2032,Cash,slope,231544300000.0,21662400000.0,0.1
2033,Cash,slope,253206700000.0,21662400000.0,0.09
2034,Cash,slope,274869100000.0,21662400000.0,0.09
2025,Cash,man_inp_growth,98483700000.0,0.15,0.15
2026,Cash,man_inp_growth,113256255000.0,0.15,0.15
2027,Cash,man_inp_growth,130244693250.0,0.15,0.15
2028,Cash,man_inp_growth,149781397237.0,0.15,0.15
2029,Cash,man_inp_growth,172248606823.0,0.15,0.15
2030,Cash,man_inp_growth,198085897847.0,0.15,0.15
2031,Cash,man_inp_growth,227798782524.0,0.15,0.15
2032,Cash,man_inp_growth,261968599902.0,0.15,0.15
2033,Cash,man_inp_growth,301263889887.0,0.15,0.15
2034,Cash,man_inp_growth,346453473371.0,0.15,0.15
2025,CapEx,cagr,2610500000.0,0.15,0.15
2026,CapEx,cagr,3002075000.0,0.15,0.15
2027,CapEx,cagr,3452386250.0,0.15,0.15
2028,CapEx,cagr,3970244187.0,0.15,0.15
2029,CapEx,cagr,4565780816.0,0.15,0.15
2030,CapEx,cagr,5250647938.0,0.15,0.15
2031,CapEx,cagr,6038245129.0,0.15,0.15
2032,CapEx,cagr,6943981898.0,0.15,0.15
2033,CapEx,cagr,7985579183.0,0.15,0.15
2034,CapEx,cagr,9183416060.0,0.15,0.15
2025,CapEx,slope,2875000000.0,341900000.0,0.27
2026,CapEx,slope,3216900000.0,341900000.0,0.12
2027,CapEx,slope,3558800000.0,341900000.0,0.11
2028,CapEx,slope,3900700000.0,341900000.0,0.1
2029,CapEx,slope,4242600000.0,341900000.0,0.09
2030,CapEx,slope,4584500000.0,341900000.0,0.08
2031,CapEx,slope,4926400000.0,341900000.0,0.07
2032,CapEx,slope,5268300000.0,341900000.0,0.07
2033,CapEx,slope,5610200000.0,341900000.0,0.06
2034,CapEx,slope,5952100000.0,341900000.0,0.06
2025,CapEx,man_inp_growth,2610500000.0,0.15,0.15
2026,CapEx,man_inp_growth,3002075000.0,0.15,0.15
2027,CapEx,man_inp_growth,3452386250.0,0.15,0.15
2028,CapEx,man_inp_growth,3970244187.0,0.15,0.15
2029,CapEx,man_inp_growth,4565780816.0,0.15,0.15
2030,CapEx,man_inp_growth,5250647938.0,0.15,0.15
2031,CapEx,man_inp_growth,6038245129.0,0.15,0.15
2032,CapEx,man_inp_growth,6943981898.0,0.15,0.15
2033,CapEx,man_inp_growth,7985579183.0,0.15,0.15
2034,CapEx,man_inp_growth,9183416060.0,0.15,0.15
2025,Operating Cash Flow,cagr,14399493204.0,-0.02,-0.02
2026,Operating Cash Flow,cagr,14179402621.0,-0.02,-0.02
2027,Operating Cash Flow,cagr,13962676037.0,-0.02,-0.02
2028,Operating Cash Flow,cagr,13749262032.0,-0.02,-0.02
2029,Operating Cash Flow,cagr,13539109977.0,-0.02,-0.02
2030,Operating Cash Flow,cagr,13332170013.0,-0.02,-0.02
2031,Operating Cash Flow,cagr,13128393045.0,-0.02,-0.02
2032,Operating Cash Flow,cagr,12927730728.0,-0.02,-0.02
2033,Operating Cash Flow,cagr,12730135455.0,-0.02,-0.02
2034,Operating Cash Flow,cagr,12535560349.0,-0.02,-0.02
2025,Operating Cash Flow,slope,13779000000.0,-1204100000.0,-0.06
2026,Operating Cash Flow,slope,12574900000.0,-1204100000.0,-0.09
2027,Operating Cash Flow,slope,11370800000.0,-1204100000.0,-0.1
2028,Operating Cash Flow,slope,10166700000.0,-1204100000.0,-0.11
2029,Operating Cash Flow,slope,8962600000.0,-1204100000.0,-0.12
2030,Operating Cash Flow,slope,7758500000.0,-1204100000.0,-0.13
2031,Operating Cash Flow,slope,6554400000.0,-1204100000.0,-0.16
2032,Operating Cash Flow,slope,5350300000.0,-1204100000.0,-0.18
2033,Operating Cash Flow,slope,4146200000.0,-1204100000.0,-0.23
2034,Operating Cash Flow,slope,2942100000.0,-1204100000.0,-0.29
2025,Operating Cash Flow,man_inp_growth,16816450000.0,0.15,0.15
2026,Operating Cash Flow,man_inp_growth,19338917500.0,0.15,0.15
2027,Operating Cash Flow,man_inp_growth,22239755125.0,0.15,0.15
2028,Operating Cash Flow,man_inp_growth,25575718394.0,0.15,0.15
2029,Operating Cash Flow,man_inp_growth,29412076153.0,0.15,0.15
2030,Operating Cash Flow,man_inp_growth,33823887576.0,0.15,0.15
2031,Operating Cash Flow,man_inp_growth,38897470712.0,0.15,0.15
2032,Operating Cash Flow,man_inp_growth,44732091319.0,0.15,0.15
2033,Operating Cash Flow,man_inp_growth,51441905017.0,0.15,0.15
2034,Operating Cash Flow,man_inp_growth,59158190769.0,0.15,0.15
2025,Net Debt,cagr,-1257464673.0,-0.57,-0.57
2026,Net Debt,cagr,-537280804.0,-0.57,-0.57
2027,Net Debt,cagr,-229565624.0,-0.57,-0.57
2028,Net Debt,cagr,-98087211.0,-0.57,-0.57
2029,Net Debt,cagr,-41910025.0,-0.57,-0.57
2030,Net Debt,cagr,-17907025.0,-0.57,-0.57
2031,Net Debt,cagr,-7651190.0,-0.57,-0.57
2032,Net Debt,cagr,-3269147.0,-0.57,-0.57
2033,Net Debt,cagr,-1396819.0,-0.57,-0.57
2034,Net Debt,cagr,-596823.0,-0.57,-0.57
2025,Net Debt,slope,3248500000.0,-3263700000.0,-2.1
2026,Net Debt,slope,-15200000.0,-3263700000.0,-1.0
2027,Net Debt,slope,-3278900000.0,-3263700000.0,215.0
2028,Net Debt,slope,-6542600000.0,-3263700000.0,1.0
2029,Net Debt,slope,-9806300000.0,-3263700000.0,0.5
2030,Net Debt,slope,-13070000000.0,-3263700000.0,0.33
2031,Net Debt,slope,-16333700000.0,-3263700000.0,0.25
2032,Net Debt,slope,-19597400000.0,-3263700000.0,0.2
2033,Net Debt,slope,-22861100000.0,-3263700000.0,0.17
2034,Net Debt,slope,-26124800000.0,-3263700000.0,0.14
2025,Net Debt,man_inp_growth,-3384450000.0,0.15,0.15
2026,Net Debt,man_inp_growth,-3892117500.0,0.15,0.15
2027,Net Debt,man_inp_growth,-4475935125.0,0.15,0.15
2028,Net Debt,man_inp_growth,-5147325394.0,0.15,0.15
2029,Net Debt,man_inp_growth,-5919424203.0,0.15,0.15
2030,Net Debt,man_inp_growth,-6807337833.0,0.15,0.15
2031,Net Debt,man_inp_growth,-7828438508.0,0.15,0.15
2032,Net Debt,man_inp_growth,-9002704284.0,0.15,0.15
2033,Net Debt,man_inp_growth,-10353109927.0,0.15,0.15
2034,Net Debt,man_inp_growth,-11906076416.0,0.15,0.15
2025,Current Assets,cagr,147293150000.0,0.15,0.15
2026,Current Assets,cagr,169387122500.0,0.15,0.15
2027,Current Assets,cagr,194795190875.0,0.15,0.15
2028,Current Assets,cagr,224014469506.0,0.15,0.15
2029,Current Assets,cagr,257616639932.0,0.15,0.15
2030,Current Assets,cagr,296259135922.0,0.15,0.15
2031,Current Assets,cagr,340698006310.0,0.15,0.15
2032,Current Assets,cagr,391802707257.0,0.15,0.15
2033,Current Assets,cagr,450573113345.0,0.15,0.15
2034,Current Assets,cagr,518159080347.0,0.15,0.15
2025,Current Assets,slope,118287000000.0,19100000000.0,-0.08
2026,Current Assets,slope,137387000000.0,19100000000.0,0.16
2027,Current Assets,slope,156487000000.0,19100000000.0,0.14
2028,Current Assets,slope,175587000000.0,19100000000.0,0.12
2029,Current Assets,slope,194687000000.0,19100000000.0,0.11
2030,Current Assets,slope,213787000000.0,19100000000.0,0.1
2031,Current Assets,slope,232887000000.0,19100000000.0,0.09
2032,Current Assets,slope,251987000000.0,19100000000.0,0.08
2033,Current Assets,slope,271087000000.0,19100000000.0,0.08
2034,Current Assets,slope,290187000000.0,19100000000.0,0.07
2025,Current Assets,man_inp_growth,147293150000.0,0.15,0.15
2026,Current Assets,man_inp_growth,169387122500.0,0.15,0.15
2027,Current Assets,man_inp_growth,194795190875.0,0.15,0.15
2028,Current Assets,man_inp_growth,224014469506.0,0.15,0.15
2029,Current Assets,man_inp_growth,257616639932.0,0.15,0.15
2030,Current Assets,man_inp_growth,296259135922.0,0.15,0.15
2031,Current Assets,man_inp_growth,340698006310.0,0.15,0.15
2032,Current Assets,man_inp_growth,391802707257.0,0.15,0.15
2033,Current Assets,man_inp_growth,450573113345.0,0.15,0.15
2034,Current Assets,man_inp_growth,518159080347.0,0.15,0.15
2025,Current Liabilities,cagr,35542659694.0,-0.1,-0.1
2026,Current Liabilities,cagr,32063774667.0,-0.1,-0.1
2027,Current Liabilities,cagr,28925399921.0,-0.1,-0.1
2028,Current Liabilities,cagr,26094206602.0,-0.1,-0.1
2029,Current Liabilities,cagr,23540128055.0,-0.1,-0.1
2030,Current Liabilities,cagr,21236040524.0,-0.1,-0.1
2031,Current Liabilities,cagr,19157475103.0,-0.1,-0.1
2032,Current Liabilities,cagr,17282357882.0,-0.1,-0.1
2033,Current Liabilities,cagr,15590775525.0,-0.1,-0.1
2034,Current Liabilities,cagr,14064763797.0,-0.1,-0.1
2025,Current Liabilities,slope,31677000000.0,-5102700000.0,-0.2
2026,Current Liabilities,slope,26574300000.0,-5102700000.0,-0.16
2027,Current Liabilities,slope,21471600000.0,-5102700000.0,-0.19
2028,Current Liabilities,slope,16368900000.0,-5102700000.0,-0.24
2029,Current Liabilities,slope,11266200000.0,-5102700000.0,-0.31
2030,Current Liabilities,slope,6163500000.0,-5102700000.0,-0.45
2031,Current Liabilities,slope,1060800000.0,-5102700000.0,-0.83
2032,Current Liabilities,slope,-4041900000.0,-5102700000.0,-4.81
2033,Current Liabilities,slope,-9144600000.0,-5102700000.0,1.26
2034,Current Liabilities,slope,-14247300000.0,-5102700000.0,0.56
2025,Current Liabilities,man_inp_growth,45308850000.0,0.15,0.15
2026,Current Liabilities,man_inp_growth,52105177500.0,0.15,0.15
2027,Current Liabilities,man_inp_growth,59920954125.0,0.15,0.15
2028,Current Liabilities,man_inp_growth,68909097244.0,0.15,0.15
2029,Current Liabilities,man_inp_growth,79245461830.0,0.15,0.15
2030,Current Liabilities,man_inp_growth,91132281105.0,0.15,0.15
2031,Current Liabilities,man_inp_growth,104802123271.0,0.15,0.15
2032,Current Liabilities,man_inp_growth,120522441761.0,0.15,0.15
2033,Current Liabilities,man_inp_growth,138600808025.0,0.15,0.15
2034,Current Liabilities,man_inp_growth,159390929229.0,0.15,0.15
2025,Delta WC,cagr,,,
2026,Delta WC,cagr,,,
2027,Delta WC,cagr,,,
2028,Delta WC,cagr,,,
2029,Delta WC,cagr,,,
2030,Delta WC,cagr,,,
2031,Delta WC,cagr,,,
2032,Delta WC,cagr,,,
2033,Delta WC,cagr,,,
2034,Delta WC,cagr,,,
2025,Delta WC,slope,-1497000000.0,-83800000.0,-0.17
2026,Delta WC,slope,-1580800000.0,-83800000.0,0.06
2027,Delta WC,slope,-1664600000.0,-83800000.0,0.05
2028,Delta WC,slope,-1748400000.0,-83800000.0,0.05
2029,Delta WC,slope,-1832200000.0,-83800000.0,0.05
2030,Delta WC,slope,-1916000000.0,-83800000.0,0.05
2031,Delta WC,slope,-1999800000.0,-83800000.0,0.04
2032,Delta WC,slope,-2083600000.0,-83800000.0,0.04
2033,Delta WC,slope,-2167400000.0,-83800000.0,0.04
2034,Delta WC,slope,-2251200000.0,-83800000.0,0.04
2025,Delta WC,man_inp_growth,-2078050000.0,0.15,0.15
2026,Delta WC,man_inp_growth,-2389757500.0,0.15,0.15
2027,Delta WC,man_inp_growth,-2748221125.0,0.15,0.15
2028,Delta WC,man_inp_growth,-3160454294.0,0.15,0.15
2029,Delta WC,man_inp_growth,-3634522438.0,0.15,0.15
2030,Delta WC,man_inp_growth,-4179700803.0,0.15,0.15
2031,Delta WC,man_inp_growth,-4806655924.0,0.15,0.15
2032,Delta WC,man_inp_growth,-5527654313.0,0.15,0.15
2033,Delta WC,man_inp_growth,-6356802459.0,0.15,0.15
2034,Delta WC,man_inp_growth,-7310322828.0,0.15,0.15
2025,Tax Provision,cagr,3266445378.0,-0.04,-0.04
2026,Tax Provision,cagr,3141833159.0,-0.04,-0.04
2027,Tax Provision,cagr,3021974795.0,-0.04,-0.04
2028,Tax Provision,cagr,2906688928.0,-0.04,-0.04
2029,Tax Provision,cagr,2795801124.0,-0.04,-0.04
2030,Tax Provision,cagr,2689143598.0,-0.04,-0.04
2031,Tax Provision,cagr,2586554970.0,-0.04,-0.04
2032,Tax Provision,cagr,2487880014.0,-0.04,-0.04
2033,Tax Provision,cagr,2392969426.0,-0.04,-0.04
2034,Tax Provision,cagr,2301679600.0,-0.04,-0.04
2025,Tax Provision,slope,3464500000.0,-267300000.0,0.02
2026,Tax Provision,slope,3197200000.0,-267300000.0,-0.08
2027,Tax Provision,slope,2929900000.0,-267300000.0,-0.08
2028,Tax Provision,slope,2662600000.0,-267300000.0,-0.09
2029,Tax Provision,slope,2395300000.0,-267300000.0,-0.1
2030,Tax Provision,slope,2128000000.0,-267300000.0,-0.11
2031,Tax Provision,slope,1860700000.0,-267300000.0,-0.13
2032,Tax Provision,slope,1593400000.0,-267300000.0,-0.14
2033,Tax Provision,slope,1326100000.0,-267300000.0,-0.17
2034,Tax Provision,slope,1058800000.0,-267300000.0,-0.2
2025,Tax Provision,man_inp_growth,3905400000.0,0.15,0.15
2026,Tax Provision,man_inp_growth,4491210000.0,0.15,0.15
2027,Tax Provision,man_inp_growth,5164891500.0,0.15,0.15
2028,Tax Provision,man_inp_growth,5939625225.0,0.15,0.15
2029,Tax Provision,man_inp_growth,6830569009.0,0.15,0.15
2030,Tax Provision,man_inp_growth,7855154360.0,0.15,0.15
2031,Tax Provision,man_inp_growth,9033427514.0,0.15,0.15
2032,Tax Provision,man_inp_growth,10388441641.0,0.15,0.15
2033,Tax Provision,man_inp_growth,11946707887.0,0.15,0.15
2034,Tax Provision,man_inp_growth,13738714070.0,0.15,0.15
2025,Pretax Income,cagr,13510350951.0,-0.03,-0.03
2026,Pretax Income,cagr,13047146734.0,-0.03,-0.03
2027,Pretax Income,cagr,12599823537.0,-0.03,-0.03
2028,Pretax Income,cagr,12167836877.0,-0.03,-0.03
