Year,variable,method,value,parameter_value,growth_rate
2027,effective_tax_rate,cagr,0.06726686080407117,-0.1625800591101787,-0.1625800591101787
2028,effective_tax_rate,cagr,0.05633061059838911,-0.1625800591101787,-0.1625800591101787
2029,effective_tax_rate,cagr,0.04717237659759055,-0.1625800591101787,-0.1625800591101787
2030,effective_tax_rate,cagr,0.039503088821986665,-0.1625800591101787,-0.1625800591101787
2031,effective_tax_rate,cagr,0.033080674306273435,-0.1625800591101787,-0.1625800591101787
2032,effective_tax_rate,cagr,0.02770241632215493,-0.1625800591101787,-0.1625800591101787
2033,effective_tax_rate,cagr,0.023198555839004202,-0.1625800591101787,-0.1625800591101787
2034,effective_tax_rate,cagr,0.01942693325942812,-0.1625800591101787,-0.1625800591101787
2025,effective_tax_rate,slope,0.13538186839618951,-0.02907255684541362,0.18192314570648693
2026,effective_tax_rate,slope,0.10630931155077589,-0.02907255684541362,-0.21474483392660804
2027,effective_tax_rate,slope,0.07723675470536229,-0.02907255684541362,-0.2734714054801103
2028,effective_tax_rate,slope,0.04816419785994866,-0.02907255684541362,-0.3764083169511422
2029,effective_tax_rate,slope,0.019091641014535032,-0.02907255684541362,-0.6036134335705226
2030,effective_tax_rate,slope,-0.009980915830878567,-0.02907255684541362,-1.5227898336910797
2031,effective_tax_rate,slope,-0.03905347267629222,-0.02907255684541362,2.9128145490887833
2032,effective_tax_rate,slope,-0.06812602952170582,-0.02907255684541362,0.7444294925163562
2033,effective_tax_rate,slope,-0.09719858636711942,-0.02907255684541362,0.42674667890561135
2034,effective_tax_rate,slope,-0.12627114321253308,-0.02907255684541362,0.29910472911207275
2025,effective_tax_rate,man_inp_growth,0.13172527268053097,0.15,0.15
2026,effective_tax_rate,man_inp_growth,0.1514840635826106,0.15,0.15
2027,effective_tax_rate,man_inp_growth,0.17420667312000218,0.15,0.15
2028,effective_tax_rate,man_inp_growth,0.2003376740880025,0.15,0.15
2029,effective_tax_rate,man_inp_growth,0.23038832520120284,0.15,0.15
2030,effective_tax_rate,man_inp_growth,0.2649465739813832,0.15,0.15
2031,effective_tax_rate,man_inp_growth,0.3046885600785907,0.15,0.15
2032,effective_tax_rate,man_inp_growth,0.35039184409037927,0.15,0.15
2033,effective_tax_rate,man_inp_growth,0.4029506207039361,0.15,0.15
2034,effective_tax_rate,man_inp_growth,0.46339321380952647,0.15,0.15
2025,operating_margin,5,0.33999999999999997,,-0.02857142857142858
2026,operating_margin,5,0.32999999999999996,,-0.05714285714285716
2027,operating_margin,5,0.31999999999999995,,-0.08571428571428574
2028,operating_margin,5,0.30999999999999994,,-0.11428571428571443
2029,operating_margin,5,0.3,,-0.1428571428571428
2025,operating_margin,10,0.345,,-0.014285714285714346
2026,operating_margin,10,0.33999999999999997,,-0.02857142857142858
2027,operating_margin,10,0.33499999999999996,,-0.04285714285714293
2028,operating_margin,10,0.32999999999999996,,-0.05714285714285716
2029,operating_margin,10,0.32499999999999996,,-0.07142857142857151
2030,operating_margin,10,0.31999999999999995,,-0.08571428571428574
2031,operating_margin,10,0.315,,-0.09999999999999998
2032,operating_margin,10,0.30999999999999994,,-0.11428571428571443
2033,operating_margin,10,0.305,,-0.12857142857142856
2034,operating_margin,10,0.3,,-0.1428571428571428
2025,sales_to_capital,5,1.0280667862815938,,0.3094999560389555
2026,sales_to_capital,5,1.2710500897111954,,0.6189999120779108
2027,sales_to_capital,5,1.5140333931407968,,0.9284998681168661
2028,sales_to_capital,5,1.7570166965703984,,1.2379998241558217
2029,sales_to_capital,5,2.0,,1.547499780194777
2025,sales_to_capital,10,0.906575134566793,,0.15474997801947765
2026,sales_to_capital,10,1.0280667862815938,,0.3094999560389555
2027,sales_to_capital,10,1.1495584379963946,,0.4642499340584332
2028,sales_to_capital,10,1.2710500897111954,,0.6189999120779108
2029,sales_to_capital,10,1.3925417414259962,,0.7737498900973887
2030,sales_to_capital,10,1.5140333931407968,,0.9284998681168661
2031,sales_to_capital,10,1.6355250448555976,,1.083249846136344
2032,sales_to_capital,10,1.7570166965703984,,1.2379998241558217
2033,sales_to_capital,10,1.8785083482851992,,1.3927498021752993
2034,sales_to_capital,10,2.0,,1.547499780194777
2025,sales_to_capital,cagr,0.8465940149431516,0.07834903349094624,0.07834903349094624
2026,sales_to_capital,cagr,0.9129238377731672,0.07834903349094624,0.07834903349094624
2027,sales_to_capital,cagr,0.9844505381135402,0.07834903349094624,0.07834903349094624
2028,sales_to_capital,cagr,1.061581286294378,0.07834903349094624,0.07834903349094624
2029,sales_to_capital,cagr,1.1447551540476182,0.07834903349094624,0.07834903349094624
2030,sales_to_capital,cagr,1.2344456139510283,0.07834903349094624,0.07834903349094624
2031,sales_to_capital,cagr,1.331163234701229,0.07834903349094624,0.07834903349094624
2032,sales_to_capital,cagr,1.435458587558752,0.07834903349094624,0.07834903349094624
2033,sales_to_capital,cagr,1.547925380510259,0.07834903349094624,0.07834903349094624
2034,sales_to_capital,cagr,1.669203837989343,0.07834903349094624,0.07834903349094624
2025,sales_to_capital,slope,0.9347643564051954,0.060349880183486915,0.19065599623807383
2026,sales_to_capital,slope,0.9951142365886823,0.060349880183486915,0.06456159755125146
2027,sales_to_capital,slope,1.0554641167721692,0.060349880183486915,0.0606461830858438
2028,sales_to_capital,slope,1.1158139969556562,0.060349880183486915,0.05717852385929478
2029,sales_to_capital,slope,1.176163877139143,0.060349880183486915,0.05408596804498145
2030,sales_to_capital,slope,1.23651375732263,0.060349880183486915,0.05131077510242865
2031,sales_to_capital,slope,1.2968636375061169,0.060349880183486915,0.04880647694058826
2032,sales_to_capital,slope,1.3572135176896039,0.060349880183486915,0.046535255086294525
2033,sales_to_capital,slope,1.4175633978730908,0.060349880183486915,0.0444660176139573
2034,sales_to_capital,slope,1.4779132780565778,0.060349880183486915,0.04257296730011206
2025,sales_to_capital,man_inp_growth,0.9028460052797909,0.15,0.15
2026,sales_to_capital,man_inp_growth,1.0382729060717595,0.15,0.15
2027,sales_to_capital,man_inp_growth,1.1940138419825232,0.15,0.15
2028,sales_to_capital,man_inp_growth,1.3731159182799015,0.15,0.15
2029,sales_to_capital,man_inp_growth,1.5790833060218867,0.15,0.15
2030,sales_to_capital,man_inp_growth,1.8159458019251695,0.15,0.15
2031,sales_to_capital,man_inp_growth,2.0883376722139446,0.15,0.15
2032,sales_to_capital,man_inp_growth,2.401588323046036,0.15,0.15
2033,sales_to_capital,man_inp_growth,2.761826571502941,0.15,0.15
2034,sales_to_capital,man_inp_growth,3.176100557228382,0.15,0.15
2024,FCFF,ttm,481244318.0446124,,
2024,FCF,ttm,920771304.202243,,
2024,EBIT,ttm,1413273173.726212,,
2024,CapEx,ttm,74413081.087114,,
2024,Depreciation And Amortization,ttm,62620402.92427,,
2024,Delta WC,ttm,758354617.3612208,,
2024,Tax Provision,ttm,159162062.615101,,
2024,Revenue,ttm,3261236787.767175,,
2024,EBITDA,ttm,1475893576.650483,,
2024,Net Income,ttm,1230369105.418829,,
2024,Total Debt,ttm,148000000.0,,
2024,Total Equity,ttm,5302000000.0,,
2024,Cash,ttm,1296000000.0,,
2024,Operating Cash Flow,ttm,995184385.289358,,
2024,Ordinary Shares Number,ttm,61502527.0,,
2024,Net Debt,ttm,-1148000000.0,,
2024,Current Assets,ttm,3910000000.0,,
2024,Current Liabilities,ttm,629000000.0,,
2024,Pretax Income,ttm,1389531168.03393,,
2024,Total Assets,ttm,6464000000.0,,
2024,Interest Expense,ttm,23742005.692282,,
2024,effective_tax_rate,ttm,0.11454371537437477,,
2024,ReinvestmentRate,ttm,0.7139623382965753,,
2024,capital_invested,ttm,4154000000.0,,
2024,ROCE,ttm,0.3012497866077702,,
2024,operating_margin,ttm,0.4333549710426938,,
2024,sales_to_capital,ttm,0.7850834828519921,,
2024,FCFE,ttm,481244318.0446124,,
