Year,variable,method,value,parameter_value,growth_rate
2026,CapEx,man_inp_growth,-363825000.0,0.05,0.05
2027,CapEx,man_inp_growth,-382016250.0,0.05,0.05
2028,CapEx,man_inp_growth,-401117062.0,0.05,0.05
2029,CapEx,man_inp_growth,-421172916.0,0.05,0.05
2030,CapEx,man_inp_growth,-442231561.0,0.05,0.05
2031,CapEx,man_inp_growth,-464343139.0,0.05,0.05
2032,CapEx,man_inp_growth,-487560296.0,0.05,0.05
2033,CapEx,man_inp_growth,-511938311.0,0.05,0.05
2034,CapEx,man_inp_growth,-537535227.0,0.05,0.05
2025,Operating Cash Flow,cagr,9014850000.0,0.15,0.15
2026,Operating Cash Flow,cagr,10367077500.0,0.15,0.15
2027,Operating Cash Flow,cagr,11922139125.0,0.15,0.15
2028,Operating Cash Flow,cagr,13710459994.0,0.15,0.15
2029,Operating Cash Flow,cagr,15767028993.0,0.15,0.15
2030,Operating Cash Flow,cagr,18132083342.0,0.15,0.15
2031,Operating Cash Flow,cagr,20851895843.0,0.15,0.15
2032,Operating Cash Flow,cagr,23979680219.0,0.15,0.15
2033,Operating Cash Flow,cagr,27576632252.0,0.15,0.15
2034,Operating Cash Flow,cagr,31713127090.0,0.15,0.15
2025,Operating Cash Flow,slope,10347000000.0,2009700000.0,0.32
2026,Operating Cash Flow,slope,12356700000.0,2009700000.0,0.19
2027,Operating Cash Flow,slope,14366400000.0,2009700000.0,0.16
2028,Operating Cash Flow,slope,16376100000.0,2009700000.0,0.14
2029,Operating Cash Flow,slope,18385800000.0,2009700000.0,0.12
2030,Operating Cash Flow,slope,20395500000.0,2009700000.0,0.11
2031,Operating Cash Flow,slope,22405200000.0,2009700000.0,0.1
2032,Operating Cash Flow,slope,24414900000.0,2009700000.0,0.09
2033,Operating Cash Flow,slope,26424600000.0,2009700000.0,0.08
2034,Operating Cash Flow,slope,28434300000.0,2009700000.0,0.08
2025,Operating Cash Flow,man_inp_growth,8230950000.0,0.05,0.05
2026,Operating Cash Flow,man_inp_growth,8642497500.0,0.05,0.05
2027,Operating Cash Flow,man_inp_growth,9074622375.0,0.05,0.05
2028,Operating Cash Flow,man_inp_growth,9528353494.0,0.05,0.05
2029,Operating Cash Flow,man_inp_growth,10004771168.0,0.05,0.05
2030,Operating Cash Flow,man_inp_growth,10505009727.0,0.05,0.05
2031,Operating Cash Flow,man_inp_growth,11030260213.0,0.05,0.05
2032,Operating Cash Flow,man_inp_growth,11581773224.0,0.05,0.05
2033,Operating Cash Flow,man_inp_growth,12160861885.0,0.05,0.05
2034,Operating Cash Flow,man_inp_growth,12768904979.0,0.05,0.05
2025,Net Debt,cagr,,,
2026,Net Debt,cagr,,,
2027,Net Debt,cagr,,,
2028,Net Debt,cagr,,,
2029,Net Debt,cagr,,,
2030,Net Debt,cagr,,,
2031,Net Debt,cagr,,,
2032,Net Debt,cagr,,,
2033,Net Debt,cagr,,,
2034,Net Debt,cagr,,,
2025,Net Debt,slope,-11611500000.0,-569200000.0,6.87
2026,Net Debt,slope,-12180700000.0,-569200000.0,0.05
2027,Net Debt,slope,-12749900000.0,-569200000.0,0.05
2028,Net Debt,slope,-13319100000.0,-569200000.0,0.04
2029,Net Debt,slope,-13888300000.0,-569200000.0,0.04
2030,Net Debt,slope,-14457500000.0,-569200000.0,0.04
2031,Net Debt,slope,-15026700000.0,-569200000.0,0.04
2032,Net Debt,slope,-15595900000.0,-569200000.0,0.04
2033,Net Debt,slope,-16165100000.0,-569200000.0,0.04
2034,Net Debt,slope,-16734300000.0,-569200000.0,0.04
2025,Net Debt,man_inp_growth,-1549800000.0,0.05,0.05
2026,Net Debt,man_inp_growth,-1627290000.0,0.05,0.05
2027,Net Debt,man_inp_growth,-1708654500.0,0.05,0.05
2028,Net Debt,man_inp_growth,-1794087225.0,0.05,0.05
2029,Net Debt,man_inp_growth,-1883791586.0,0.05,0.05
2030,Net Debt,man_inp_growth,-1977981166.0,0.05,0.05
2031,Net Debt,man_inp_growth,-2076880224.0,0.05,0.05
2032,Net Debt,man_inp_growth,-2180724235.0,0.05,0.05
2033,Net Debt,man_inp_growth,-2289760447.0,0.05,0.05
2034,Net Debt,man_inp_growth,-2404248469.0,0.05,0.05
2025,Current Assets,cagr,4319663528.0,0.07,0.07
2026,Current Assets,cagr,4622118652.0,0.07,0.07
2027,Current Assets,cagr,4945751144.0,0.07,0.07
2028,Current Assets,cagr,5292043804.0,0.07,0.07
2029,Current Assets,cagr,5662583257.0,0.07,0.07
2030,Current Assets,cagr,6059067222.0,0.07,0.07
2031,Current Assets,cagr,6483312285.0,0.07,0.07
2032,Current Assets,cagr,6937262230.0,0.07,0.07
2033,Current Assets,cagr,7422996938.0,0.07,0.07
2034,Current Assets,cagr,7942741924.0,0.07,0.07
2025,Current Assets,slope,33055500000.0,2027500000.0,7.19
2026,Current Assets,slope,35083000000.0,2027500000.0,0.06
2027,Current Assets,slope,37110500000.0,2027500000.0,0.06
2028,Current Assets,slope,39138000000.0,2027500000.0,0.05
2029,Current Assets,slope,41165500000.0,2027500000.0,0.05
2030,Current Assets,slope,43193000000.0,2027500000.0,0.05
2031,Current Assets,slope,45220500000.0,2027500000.0,0.05
2032,Current Assets,slope,47248000000.0,2027500000.0,0.04
2033,Current Assets,slope,49275500000.0,2027500000.0,0.04
2034,Current Assets,slope,51303000000.0,2027500000.0,0.04
2025,Current Assets,man_inp_growth,4238850000.0,0.05,0.05
2026,Current Assets,man_inp_growth,4450792500.0,0.05,0.05
2027,Current Assets,man_inp_growth,4673332125.0,0.05,0.05
2028,Current Assets,man_inp_growth,4906998731.0,0.05,0.05
2029,Current Assets,man_inp_growth,5152348668.0,0.05,0.05
2030,Current Assets,man_inp_growth,5409966101.0,0.05,0.05
2031,Current Assets,man_inp_growth,5680464406.0,0.05,0.05
2032,Current Assets,man_inp_growth,5964487627.0,0.05,0.05
2033,Current Assets,man_inp_growth,6262712008.0,0.05,0.05
2034,Current Assets,man_inp_growth,6575847608.0,0.05,0.05
2025,Current Liabilities,cagr,869400000.0,0.15,0.15
2026,Current Liabilities,cagr,999810000.0,0.15,0.15
2027,Current Liabilities,cagr,1149781500.0,0.15,0.15
2028,Current Liabilities,cagr,1322248725.0,0.15,0.15
2029,Current Liabilities,cagr,1520586034.0,0.15,0.15
2030,Current Liabilities,cagr,1748673939.0,0.15,0.15
2031,Current Liabilities,cagr,2010975030.0,0.15,0.15
2032,Current Liabilities,cagr,2312621284.0,0.15,0.15
2033,Current Liabilities,cagr,2659514477.0,0.15,0.15
2034,Current Liabilities,cagr,3058441648.0,0.15,0.15
2025,Current Liabilities,slope,5766000000.0,1188100000.0,6.63
2026,Current Liabilities,slope,6954100000.0,1188100000.0,0.21
2027,Current Liabilities,slope,8142200000.0,1188100000.0,0.17
2028,Current Liabilities,slope,9330300000.0,1188100000.0,0.15
2029,Current Liabilities,slope,10518400000.0,1188100000.0,0.13
2030,Current Liabilities,slope,11706500000.0,1188100000.0,0.11
2031,Current Liabilities,slope,12894600000.0,1188100000.0,0.1
2032,Current Liabilities,slope,14082700000.0,1188100000.0,0.09
2033,Current Liabilities,slope,15270800000.0,1188100000.0,0.08
2034,Current Liabilities,slope,16458900000.0,1188100000.0,0.08
2025,Current Liabilities,man_inp_growth,793800000.0,0.05,0.05
2026,Current Liabilities,man_inp_growth,833490000.0,0.05,0.05
2027,Current Liabilities,man_inp_growth,875164500.0,0.05,0.05
2028,Current Liabilities,man_inp_growth,918922725.0,0.05,0.05
2029,Current Liabilities,man_inp_growth,964868861.0,0.05,0.05
2030,Current Liabilities,man_inp_growth,1013112304.0,0.05,0.05
2031,Current Liabilities,man_inp_growth,1063767920.0,0.05,0.05
2032,Current Liabilities,man_inp_growth,1116956316.0,0.05,0.05
2033,Current Liabilities,man_inp_growth,1172804131.0,0.05,0.05
2034,Current Liabilities,man_inp_growth,1231444338.0,0.05,0.05
2025,Delta WC,cagr,,,
2026,Delta WC,cagr,,,
2027,Delta WC,cagr,,,
2028,Delta WC,cagr,,,
2029,Delta WC,cagr,,,
2030,Delta WC,cagr,,,
2031,Delta WC,cagr,,,
2032,Delta WC,cagr,,,
2033,Delta WC,cagr,,,
2034,Delta WC,cagr,,,
2025,Delta WC,slope,295500000.0,310300000.0,-1.41
2026,Delta WC,slope,605800000.0,310300000.0,1.05
2027,Delta WC,slope,916100000.0,310300000.0,0.51
2028,Delta WC,slope,1226400000.0,310300000.0,0.34
2029,Delta WC,slope,1536700000.0,310300000.0,0.25
2030,Delta WC,slope,1847000000.0,310300000.0,0.2
2031,Delta WC,slope,2157300000.0,310300000.0,0.17
2032,Delta WC,slope,2467600000.0,310300000.0,0.14
2033,Delta WC,slope,2777900000.0,310300000.0,0.13
2034,Delta WC,slope,3088200000.0,310300000.0,0.11
2025,Delta WC,man_inp_growth,-760200000.0,0.05,0.05
2026,Delta WC,man_inp_growth,-798210000.0,0.05,0.05
2027,Delta WC,man_inp_growth,-838120500.0,0.05,0.05
2028,Delta WC,man_inp_growth,-880026525.0,0.05,0.05
2029,Delta WC,man_inp_growth,-924027851.0,0.05,0.05
2030,Delta WC,man_inp_growth,-970229244.0,0.05,0.05
2031,Delta WC,man_inp_growth,-1018740706.0,0.05,0.05
2032,Delta WC,man_inp_growth,-1069677741.0,0.05,0.05
2033,Delta WC,man_inp_growth,-1123161628.0,0.05,0.05
2034,Delta WC,man_inp_growth,-1179319710.0,0.05,0.05
2025,Tax Provision,cagr,1458424718.0,0.11,0.11
2026,Tax Provision,cagr,1621191050.0,0.11,0.11
2027,Tax Provision,cagr,1802122789.0,0.11,0.11
2028,Tax Provision,cagr,2003247271.0,0.11,0.11
2029,Tax Provision,cagr,2226818091.0,0.11,0.11
2030,Tax Provision,cagr,2475340355.0,0.11,0.11
2031,Tax Provision,cagr,2751598749.0,0.11,0.11
2032,Tax Provision,cagr,3058688741.0,0.11,0.11
2033,Tax Provision,cagr,3400051268.0,0.11,0.11
2034,Tax Provision,cagr,3779511289.0,0.11,0.11
2025,Tax Provision,slope,1482000000.0,86900000.0,0.13
2026,Tax Provision,slope,1568900000.0,86900000.0,0.06
2027,Tax Provision,slope,1655800000.0,86900000.0,0.06
2028,Tax Provision,slope,1742700000.0,86900000.0,0.05
2029,Tax Provision,slope,1829600000.0,86900000.0,0.05
2030,Tax Provision,slope,1916500000.0,86900000.0,0.05
2031,Tax Provision,slope,2003400000.0,86900000.0,0.05
2032,Tax Provision,slope,2090300000.0,86900000.0,0.04
2033,Tax Provision,slope,2177200000.0,86900000.0,0.04
2034,Tax Provision,slope,2264100000.0,86900000.0,0.04
2025,Tax Provision,man_inp_growth,1377600000.0,0.05,0.05
2026,Tax Provision,man_inp_growth,1446480000.0,0.05,0.05
2027,Tax Provision,man_inp_growth,1518804000.0,0.05,0.05
2028,Tax Provision,man_inp_growth,1594744200.0,0.05,0.05
2029,Tax Provision,man_inp_growth,1674481410.0,0.05,0.05
2030,Tax Provision,man_inp_growth,1758205480.0,0.05,0.05
2031,Tax Provision,man_inp_growth,1846115755.0,0.05,0.05
2032,Tax Provision,man_inp_growth,1938421542.0,0.05,0.05
2033,Tax Provision,man_inp_growth,2035342619.0,0.05,0.05
2034,Tax Provision,man_inp_growth,2137109750.0,0.05,0.05
2025,Pretax Income,cagr,10532850000.0,0.15,0.15
2026,Pretax Income,cagr,12112777500.0,0.15,0.15
2027,Pretax Income,cagr,13929694125.0,0.15,0.15
2028,Pretax Income,cagr,16019148244.0,0.15,0.15
2029,Pretax Income,cagr,18422020480.0,0.15,0.15
2030,Pretax Income,cagr,21185323552.0,0.15,0.15
2031,Pretax Income,cagr,24363122085.0,0.15,0.15
2032,Pretax Income,cagr,28017590398.0,0.15,0.15
2033,Pretax Income,cagr,32220228958.0,0.15,0.15
2034,Pretax Income,cagr,37053263301.0,0.15,0.15
2025,Pretax Income,slope,10023500000.0,1443000000.0,0.09
2026,Pretax Income,slope,11466500000.0,1443000000.0,0.14
2027,Pretax Income,slope,12909500000.0,1443000000.0,0.13
2028,Pretax Income,slope,14352500000.0,1443000000.0,0.11
2029,Pretax Income,slope,15795500000.0,1443000000.0,0.1
2030,Pretax Income,slope,17238500000.0,1443000000.0,0.09
2031,Pretax Income,slope,18681500000.0,1443000000.0,0.08
2032,Pretax Income,slope,20124500000.0,1443000000.0,0.08
2033,Pretax Income,slope,21567500000.0,1443000000.0,0.07
2034,Pretax Income,slope,23010500000.0,1443000000.0,0.07
2025,Pretax Income,man_inp_growth,9616950000.0,0.05,0.05
2026,Pretax Income,man_inp_growth,10097797500.0,0.05,0.05
2027,Pretax Income,man_inp_growth,10602687375.0,0.05,0.05
2028,Pretax Income,man_inp_growth,11132821744.0,0.05,0.05
2029,Pretax Income,man_inp_growth,11689462831.0,0.05,0.05
2030,Pretax Income,man_inp_growth,12273935972.0,0.05,0.05
2031,Pretax Income,man_inp_growth,12887632771.0,0.05,0.05
2032,Pretax Income,man_inp_growth,13532014410.0,0.05,0.05
2033,Pretax Income,man_inp_growth,14208615130.0,0.05,0.05
2034,Pretax Income,man_inp_growth,14919045887.0,0.05,0.05
2025,Change in Debt,cagr,,,
2026,Change in Debt,cagr,,,
2027,Change in Debt,cagr,,,
2028,Change in Debt,cagr,,,
2029,Change in Debt,cagr,,,
2030,Change in Debt,cagr,,,
2031,Change in Debt,cagr,,,
2032,Change in Debt,cagr,,,
2033,Change in Debt,cagr,,,
2034,Change in Debt,cagr,,,
2025,Change in Debt,slope,,,
2026,Change in Debt,slope,,,
2027,Change in Debt,slope,,,
2028,Change in Debt,slope,,,
2029,Change in Debt,slope,,,
2030,Change in Debt,slope,,,
2031,Change in Debt,slope,,,
2032,Change in Debt,slope,,,
2033,Change in Debt,slope,,,
2034,Change in Debt,slope,,,
2025,Change in Debt,man_inp_growth,-910350000.0,0.05,0.05
2026,Change in Debt,man_inp_growth,-955867500.0,0.05,0.05
2027,Change in Debt,man_inp_growth,-1003660875.0,0.05,0.05
2028,Change in Debt,man_inp_growth,-1053843919.0,0.05,0.05
2029,Change in Debt,man_inp_growth,-1106536115.0,0.05,0.05
2030,Change in Debt,man_inp_growth,-1161862920.0,0.05,0.05
2031,Change in Debt,man_inp_growth,-1219956066.0,0.05,0.05
2032,Change in Debt,man_inp_growth,-1280953870.0,0.05,0.05
2033,Change in Debt,man_inp_growth,-1345001563.0,0.05,0.05
2034,Change in Debt,man_inp_growth,-1412251641.0,0.05,0.05
2025,effective_tax_rate,cagr,0.12,-0.16,-0.16
